Architecture,Memory_MB,Workers,Stage,Example,Executions,Compute_Time_s,Energy_J,Cost_dollars
x86,512,4,stage3,ml,10,3.854360580444336,1029.7267620104792,0.12850438175201415
x86,512,5,stage3,ml,10,3.933221459388733,1298.4505876181126,0.16391700432002546
x86,512,6,stage3,ml,10,4.007861638069153,1580.5625573000907,0.20043316051983837
x86,512,7,stage3,ml,10,4.059470558166504,1827.1344615828511,0.23684980971622474
x86,512,8,stage3,ml,10,4.112745451927185,2162.8212381677627,0.27423786673450473
x86,512,9,stage3,ml,10,4.195767736434936,2465.8415767883776,0.31474551674866674
x86,512,10,stage3,ml,10,4.308981823921203,2872.8518030653,0.35915363502383235
x86,512,12,stage3,ml,10,4.424480009078979,3451.7387515148166,0.4425364905080795
x86,512,16,stage3,ml,9,4.81985608736674,4542.98178071679,0.6427760078112286
x86,512,20,stage3,ml,9,5.051013496186998,5851.911018724972,0.8420039498143727
x86,512,24,stage3,ml,10,5.574599719047546,7819.685745776366,1.1151429277982712
x86,512,28,stage3,ml,10,5.55474967956543,8631.968920514108,1.29636748021698
x86,512,4,stage0,video,7,122.5113367012569,10098.136379956384,4.084527965619905
x86,512,5,stage0,video,7,124.75470181873867,13086.057167566843,5.199152198295934
x86,512,6,stage0,video,8,141.26577338576317,17039.686913133504,7.064701327022017
x86,512,7,stage0,video,8,137.0710137784481,19956.62031659636,7.997408298903555
x86,512,8,stage0,video,8,140.88722693920135,22279.767979576354,9.394360292305947
x86,512,9,stage0,video,8,141.27687573432922,26971.552865030048,10.597884833210706
x86,512,10,stage0,video,7,147.34040996006556,29897.895878099705,12.280823170171466
x86,512,12,stage0,video,7,145.36466349874223,34941.465790395596,14.539373643144199
x86,512,16,stage0,video,8,140.72875586152077,49135.62259821414,18.76758688169241
x86,512,20,stage0,video,8,136.7704881131649,58608.41626635431,22.79964036846459
x86,512,24,stage0,video,8,143.40992215275764,75061.2056026783,28.687720827437644
x86,512,28,stage0,video,8,132.88631439208984,81969.38614264417,31.013008052825928
ARM,2048,4,stage,pi,10,33.07968195080757,1761.700212322474,3.5302636577901834
ARM,2048,5,stage,pi,10,26.425334572792053,1778.110843367576,3.5251396320104598
ARM,2048,6,stage,pi,10,21.959234444300332,1836.9892789220812,3.5152342498435964
ARM,2048,7,stage,pi,10,18.79253443309239,1877.4230048060415,3.5096937307243343
ARM,2048,8,stage,pi,10,16.520871248841285,1903.7526035475728,3.526214759352684
ARM,2048,9,stage,pi,10,14.662270140647887,1914.8355160212518,3.5207043061723704
ARM,2048,10,stage,pi,10,13.208654475212096,1987.0656715250016,3.5240690139865873
ARM,2048,12,stage,pi,10,10.978002085288365,2064.0741508674623,3.5147171476259222
ARM,2048,16,stage,pi,10,8.213742268085479,2215.5674924099435,3.506282299400329
ARM,2048,20,stage,pi,10,6.613244588375092,2315.455883636475,3.528827312356949
ARM,2048,24,stage,pi,10,5.44068411787351,2534.333627589942,3.4837788543567663
ARM,2048,28,stage,pi,10,4.650761858906065,2707.795774952172,3.4743051390771864
ARM,512,4,stage0,ml,16,5.870146298270507,644.6762492868627,0.1566155032378571
ARM,512,5,stage0,ml,16,5.691862250878313,787.3213809294527,0.18982360606679174
ARM,512,6,stage0,ml,16,5.5659046577082085,957.8790947682714,0.22274750440148247
ARM,512,7,stage0,ml,16,5.5609128818370674,1137.55316017646,0.25963902245297266
ARM,512,8,stage0,ml,16,5.592642024472445,1283.8171227148819,0.29842337842584965
ARM,512,9,stage0,ml,18,5.5492852071949255,1420.9200420907073,0.3331235909879114
ARM,512,10,stage0,ml,16,5.683189527530981,1613.7850063084554,0.3790687414863165
ARM,512,12,stage0,ml,18,5.730476168968892,1930.4249187828368,0.45866731256427007
ARM,512,16,stage0,ml,16,5.7938638676412095,2659.9800808379564,0.6183211519546699
ARM,512,20,stage0,ml,20,5.576064325721736,3265.766400805697,0.7438469810512797
ARM,512,24,stage0,ml,16,5.736800393876761,4079.057718512399,0.9183470070517918
ARM,512,28,stage0,ml,16,5.6212280916603525,4508.0632903786745,1.0498205583984872
ARM,1024,4,stage1,ml,12,45.26633008088455,5578.815039720837,2.4154113731159996
ARM,1024,5,stage1,ml,12,44.93753927714534,6878.330292646555,2.997333869785594
ARM,1024,6,stage1,ml,12,44.8774200094958,8284.243316873031,3.5919886975600437
ARM,1024,7,stage1,ml,12,44.99216420876186,9686.556779638182,4.201368293814182
ARM,1024,8,stage1,ml,24,44.967517081540926,11060.408146101097,4.7989334229420475
ARM,1024,9,stage1,ml,24,45.06582011337852,12422.459840752388,5.4106023628122255
ARM,1024,10,stage1,ml,24,45.30356394946018,13921.04127568889,6.043495430857987
ARM,1024,12,stage1,ml,12,45.15889807838919,16609.36964414299,7.229036404388541
ARM,1024,16,stage1,ml,18,45.3226064110344,22263.197863250603,9.673657112371183
ARM,1024,20,stage1,ml,20,45.496021780197715,27913.32894639576,12.13833861095675
ARM,1024,24,stage1,ml,17,45.33982665497635,33404.28183788168,14.515998901857227
ARM,1024,28,stage1,ml,20,45.26740698887911,38993.84150538412,16.908281858486127
ARM,1024,4,stage3,video,8,13.405992776155472,1964.0287887215613,0.7153437745356559
ARM,1024,5,stage3,video,13,13.411843850062443,2457.4862177922173,0.8945699847991648
ARM,1024,6,stage3,video,12,12.32038414478302,2750.219770783186,0.986123546948433
ARM,1024,7,stage3,video,12,11.986460149288177,3111.6778670410313,1.1192956487405301
ARM,1024,8,stage3,video,11,10.420346715233542,3156.924468387257,1.1120594014497236
ARM,1024,9,stage3,video,11,15.164694265885787,4933.21776036566,1.8206731935622475
ARM,1024,10,stage3,video,13,19.736966059758114,7038.654096530034,2.6329112723717323
ARM,1024,12,stage3,video,15,19.724721511205036,8303.335447149277,3.157533419513702
ARM,1024,16,stage3,video,14,14.572309817586627,8423.075583485195,3.1103138074656895
ARM,1024,20,stage3,video,15,13.992217985788981,10223.281293090187,3.7331237586085
ARM,1024,24,stage3,video,13,14.17143757526691,12355.164165621536,4.537127454097455
ARM,1024,28,stage3,video,15,16.709508832295736,16556.90299529076,6.241335739039103
x86,1024,4,stage2,video,10,0.5416481852531433,713.8126789953232,0.0361171009926796
x86,1024,5,stage2,video,9,0.3560924688975016,770.6071681654186,0.029680307282606764
x86,1024,6,stage2,video,9,0.2963844626038163,893.6926687176756,0.029644373949633707
x86,1024,7,stage2,video,9,0.2528893569159129,1033.5111311207352,0.02950965905851788
x86,1024,8,stage2,video,10,0.22108688354492187,1154.7435943289995,0.02948414678955078
x86,1024,9,stage2,video,11,0.20385505213881983,1270.1312107214276,0.03058437347238714
x86,1024,10,stage2,video,12,0.18009088039398194,1402.235674007654,0.03002114976167679
x86,1024,12,stage2,video,11,0.1447154933756048,1665.2872157896863,0.028948887294855986
x86,1024,16,stage2,video,12,0.11218484863638878,2180.159607012728,0.029921942828297618
x86,1024,20,stage2,video,13,0.07852153319578904,2633.991147629389,0.026179079167476065
x86,1024,24,stage2,video,12,0.07166472325722377,3263.2216766130114,0.028671622480750086
x86,1024,28,stage2,video,14,0.2184536061724838,3673.294290666462,0.10196540521706855
x86,1024,4,stage0,ml,10,2.8865458965301514,1213.952905926609,0.1924748803806305
x86,1024,5,stage0,ml,10,2.8967915773391724,1490.9934790731668,0.24144757797122002
x86,1024,6,stage0,ml,10,2.96238911151886,1804.2727098361015,0.2962981589341164
x86,1024,7,stage0,ml,10,2.9064040184020996,2157.2633806397916,0.33914828490734106
x86,1024,8,stage0,ml,10,2.978647804260254,2453.0655348501205,0.3972324711761475
x86,1024,9,stage0,ml,10,3.0153785228729246,2675.7013430775396,0.4523972397866249
x86,1024,10,stage0,ml,10,2.9220870971679687,2970.3194733183386,0.4871119190979004
x86,1024,12,stage0,ml,10,2.9515037059783937,3784.093037224102,0.590418801343918
x86,1024,16,stage0,ml,10,3.03133111000061,5031.035109745026,0.8085166336593629
x86,1024,20,stage0,ml,10,3.0300745964050293,6032.781586853981,1.010226870441437
x86,1024,24,stage0,ml,10,3.133161473274231,7460.552147731591,1.2535152422275542
x86,1024,28,stage0,ml,10,2.9055173635482787,8369.533800554465,1.3561792846097949
ARM,512,4,stage3,video,8,29.00318080186844,1961.1131668806074,0.7738048637938499
ARM,512,5,stage3,video,7,29.91769882610866,2510.9003069571086,0.9977552558507238
ARM,512,6,stage3,video,7,23.802194595336914,2484.8582732370924,0.9525638277053832
ARM,512,7,stage3,video,8,23.76241335272789,2883.617690359056,1.109467079438865
ARM,512,8,stage3,video,8,23.886302828788757,3315.0571428179737,1.274573118944168
ARM,512,9,stage3,video,8,23.74680069088936,3667.361605967581,1.4255204454740882
ARM,512,10,stage3,video,8,23.721339643001556,4059.4880682677035,1.5822133541882037
ARM,512,12,stage3,video,8,23.74305123090744,4871.9431174099445,1.9003938205218314
ARM,512,16,stage3,video,8,38.20590651035309,9992.579979681968,4.077334342784881
ARM,512,20,stage3,video,7,27.147393941879272,9243.750801188606,3.6214623518466946
ARM,512,24,stage3,video,7,23.719474179404124,9827.993617834363,3.7970134266390114
ARM,512,28,stage3,video,8,26.81470164656639,12744.120542949438,5.007913679512739
ARM,1024,4,stage,titanic,8,63.77793858200312,7860.9079107001435,3.403190802735686
ARM,1024,5,stage,titanic,8,48.221961772441865,7582.023119585216,3.216404850221872
ARM,1024,6,stage,titanic,8,37.94128341476122,7302.452557574212,3.0368203245174885
